220.875,300.412,30,212.9
231.739,306.587,30,214
241.998,314.556,30,215
252.818,318.844,30,216.1
253.556,318.762,30,459.1
252.97,318.942,30,217.2
264.116,315.299,30,218.3
274.368,323.534,30,219.3
285.919,331.446,30,220.3
306.947,337.408,30,221.3
322.776,345.93,40,222.4
331.441,353.59,40,223.4
341.675,361.669,40,224.4
352.637,370.057,40,225.4
364.009,379.024,40,226.4
375.299,387.294,40,227.5
385.95,395.866,40,228.5
395.704,404.501,40,229.5
406.836,413.635,40,230.5
417.956,423.387,40,231.5
417.953,423.626,40,471.1
676.099,608.879,40,232.5
673.026,614.533,40,233.5
675.736,618.253,40,234.5
676.266,620.911,40,235.6
656.658,608.471,50,236.5
369.82,383.324,50,480
654.145,602.622,50,237.6
654.764,600.463,50,238.7
342.999,361.168,50,483.1
650.46,595.013,50,241.4
650.888,598.465,50,242.7
655.427,594.734,50,243.7
652.284,588.402,50,245.6
652.762,592.496,50,247.7
320.159,349.514,50,495.1
655.649,598.977,50,249
651.844,604.062,50,249.6
643.506,599.906,50,251.6
637.604,598.201,50,254
635.22,591.02,50,254.8
629.215,580.852,50,256.7
616.605,568.617,50,259.3
604.205,565.72,70,261.1
593.924,558.756,70,262.1
587.368,546.545,70,263.2
578.797,537.211,70,264.2
565.683,526.327,70,265.2
557.449,518.894,70,266.2
542.795,507.874,70,267.2
529.485,499.527,70,268.2
518.864,490.861,70,269.2
507.639,478.539,70,270.2
501.348,472.845,70,271.2
495.128,462.167,70,272.2
479.91,461.446,70,273.3
467.937,453.111,70,274.3
454.344,443.954,70,275.3
442.228,435.832,70,276.2
430.209,427.991,70,277.2
419.267,419.522,70,278.2
407.857,411.328,70,279.2
397.343,401.581,70,280.3
398.443,377.895,70,282.5
401.514,363.096,70,283.6
408.164,351.954,70,284.9
416.831,349.28,70,285.6
422.958,354.801,70,286.7
427.093,362.624,70,287.4
436.463,363.548,70,288.3
438.171,358.016,70,289.3
431.291,351.729,70,290.1
421.603,346.392,70,290.9
412.725,341.424,70,291.8
411.969,352.266,70,293.9
419.285,358.879,70,294.7
426.539,363.386,70,295.6
435.166,363.481,70,296.3
432.395,353.877,70,297.5
424.99,347.297,70,298.5
415.359,340.842,70,299.2
405.695,339.237,70,300.7
411.744,353.212,70,302.5
417.259,357.161,70,303.3
425.859,360.631,70,304.5
423.935,347.028,70,306.6
413.611,340.88,70,307.4
407.6,345.783,70,310.4
413.161,352.477,70,311.1
418.541,356.795,70,312.2
427.751,347.586,70,314.4
422.142,336.792,70,315.8
406.982,331.594,70,318.7
394.263,349.384,70,321.7
391.085,356.829,70,322.9
380.089,368.624,70,325.6
379.595,364.708,120,326.6
388.787,374.383,120,327.7
400.993,380.345,120,328.7
411.869,385.239,120,329.7
417.197,395.138,120,330.7
420.512,409.205,120,331.8
429.43,424.993,120,332.8
445.922,439.055,120,333.8
460.161,454.541,120,334.8
471.853,462.752,120,335.8
483.388,473.786,120,336.8
494.242,483.599,120,337.8
273.37,306.247,120,507.1
564.107,533.173,120,338.8
325.432,347.723,120,20
573.194,543.662,120,339.8
582.865,553.303,120,340.8
592.312,563.039,120,341.8
604.094,567.077,120,342.8
613.857,575.943,120,343.8
625.851,585.744,120,344.9
631.44,586.515,120,346.2
324.443,343.647,120,80
629.384,582.454,120,347.6
633.36,587.315,120,349
308.394,331.116,120,82.9
637.023,590.613,120,350.1
635.435,579.551,120,351.5
641.121,578.533,120,352.7
640.902,578.358,120,354
627.117,578.026,120,355.3
612.837,580.114,120,358.4
290.906,312.461,120,126.5
618.804,576.232,120,359.7
300.976,327.157,120,126.5
638.984,586.864,120,361.8
299.189,324.236,120,138.5
640.201,592.156,120,362.9
644.739,587.002,120,363.7
638.119,581.145,120,365.1
623.661,588.236,120,368.1
599.458,571.007,120,369.6
599.125,570.911,120,150.5
599.366,570.778,120,374.5
607.58,560.332,120,375.7
583.898,548.387,120,379.1
576.17,544.463,120,380.3
576.315,550.612,120,381
608.436,569.32,120,385.1
612.1,564.716,120,386.3
604.552,558.122,120,387.7
591.585,548.645,120,389.8
583.912,546.104,120,390.8
581.602,553.349,120,391.7
610.88,570.943,120,395.3
612.828,563.652,120,396.6
605.743,558.497,120,397.9
589.409,550.884,120,399.8
576.725,539.008,120,402.6
563.979,526.898,120,405.4
549.581,515.111,120,406.4
540.648,496.985,80,407.5
543.563,464.686,80,408.5
547.916,454.96,80,409.6
550.54,446.238,80,410.7
544.645,445.928,80,411.4
546.336,442.089,80,412.8
551.183,442.26,80,413.8
544.138,442.61,80,414.9
538.603,435.662,80,415.9
523.565,428.878,80,417
525.601,426.685,80,418
554.025,439.517,80,419.1
544.945,443.568,80,420.1
542.298,441.188,80,421.2
542.96,439.867,80,422.3
539.657,434.287,80,423.3
539.895,434.203,80,424
536.877,438.866,80,425.4
538.016,435.849,80,426.5
543.535,436.665,80,427.5
526.948,425.605,80,428.5
514.075,420.935,80,429.7
514.254,421.218,80,162.5
514.591,420.596,80,430.8
506.652,418.093,80,431.9
498.091,407.062,80,432.9
468.346,375.93,80,433.9
466.514,371.183,80,435
452.552,371.153,80,436
439.681,368.49,80,437
424.067,367.025,80,438.1
402.797,361.677,80,439.2
391.982,365.108,80,440.4
401.197,360.379,80,497.5
413.467,357.787,80,498.6
424.885,351.186,80,499.6
428.668,339.933,80,500.6
423.968,327.531,80,501.8
430.388,339.391,80,505.7
428.425,353.136,80,506.9
433.043,361.127,80,507.7
435.65,369.051,80,509.5
439.926,377.868,80,510.5
445.138,377.734,80,511.5
471.369,403.669,80,0.6
487.144,401.418,80,1.6
487.623,401.419,80,2.7
488.529,414.493,80,3.7
496.064,432.665,80,4.7
520.657,453.365,80,5.7
510.841,471.813,80,6.7
528.154,490.06,80,7.7
501.446,498.904,80,8.7
510.891,497.755,80,9.7
505.041,492.755,80,10.7
503.531,489.249,80,11.7
509.08,494.195,80,12.7
507.749,495.268,80,13.7
508.589,498.714,80,14.7
513.801,497.994,80,15.7
508.757,495.187,80,16.7
510.973,495.247,80,17.7
509.555,503.832,80,18.7
517.686,503.876,80,19.7
512.91,497.498,80,20.7
510.585,502.827,80,21.7
531.318,505.607,80,25.6
535.253,516.608,80,26.9
540.404,524.804,80,27.9
552.172,526.498,80,29.7
561.424,527.09,80,31
567.383,526.479,80,32.7
559.416,520.199,80,33.8
551.58,527.014,80,35.1
525.708,514.411,80,36.8
542.207,529.169,80,38.2
547.413,527.149,80,39.7
566.487,529.504,80,41.7
574.81,533.154,80,42.9
560.857,532.154,80,46.1
550.364,528.479,80,47.9
542.042,527.797,80,49.2
545.883,532.271,80,50.5
555.707,531.423,80,51.5
565.848,527.593,80,52.6
574.834,530.574,80,54.7
561.884,532.25,80,55.7
547.011,528.296,80,57
540.424,525.828,80,59.3
548.361,530.045,80,60.4
557.823,526.03,80,61.6
563.63,522.941,80,63.1
576.502,532.853,80,64.1
562.484,539.815,80,65.5
534.758,523.355,80,66.8
532.677,516.188,80,68.2
525.136,512.742,80,70.3
528.526,499.959,80,71.3
513.578,471.734,50,72.3
525.297,458.825,50,73.5
539.026,449.1,50,75.8
543.653,444.619,50,76.8
539.438,441.386,50,81.2
544.052,446.23,50,82.3
559.385,451.67,50,83.3
570.99,453.728,50,84.2
558.761,463.292,50,85.2
562.634,467.162,50,86.2
546.881,483.798,50,87.2
538.706,489.189,50,88.2
540.64,504.443,50,89.2
542.849,521.562,50,90.2
538.097,524.329,50,91.2
556.435,537.276,50,92.2
571.753,546.505,50,93.2
585.443,555.814,50,94.1
597.849,563.918,50,95.1
610.14,572.477,50,96.1
621.545,580.648,50,97.1
634.009,588.81,50,98.1
644.602,595.628,50,99.1
649.95,598.491,50,100
651.669,599.473,50,101
657.332,604.685,50,102
656.101,599.284,50,103
659.326,601.233,50,103.9
655.173,601.997,50,104.9
655.614,603.759,50,105.9
655.73,607.949,50,106.8
654.206,601.882,50,107.8
656.772,604.402,50,108.8
656.417,601.261,50,109.9
658.147,600.717,50,110.8
654.658,601.473,50,111.8
657.538,603.251,50,112.8
657.837,605.601,50,113.7
655.527,601.622,50,114.7
657.16,604.513,50,115.7
655.301,601.506,50,116.7
655.027,603.08,50,117.6
652.745,603.255,50,118.6
657.116,607.312,50,119.6
654.081,601.182,50,120.6
658.401,602.601,50,121.6
657.392,600.731,50,122.5
658.614,610.366,50,123.5
657.374,600.324,50,124.4
659.824,598.2,50,125.4
657.204,597.352,50,126.4
663.35,597.839,50,127.4
657.495,596.163,50,128.3
665.674,596.702,50,129.3
659.71,595.621,50,130.3
659.381,595.039,50,131.2
656.968,593.004,50,132.2
660.888,594.527,50,133.2
652.696,588.757,50,134.2
657.77,591.153,50,135.1
654.574,591.809,50,136.1
653.814,591.609,50,137.1
647.428,585.819,50,138.1
647.114,585.317,50,139.1
638.716,580.898,50,140.1
628.582,570.364,50,141
613.523,565.55,50,142
603.203,556.89,50,143
592.517,545.994,50,144
584.671,539.683,50,145
582.806,537.146,50,146
570.802,529.759,50,147
558.003,526.719,50,148
544.151,524.556,50,149
534.211,520.968,50,150
521.621,511.164,50,150.9
511.31,502.024,50,151.9
502.816,493.905,50,152.9
490.799,485.351,50,153.9
479.455,476.821,50,154.9
466.662,467.127,50,155.9
453.812,457.7,50,156.9
442.143,448.479,50,157.9
430.628,439.445,50,158.9
422.078,428.391,50,159.9
416.084,415.99,50,160.9
411.307,405.143,50,161.9
394.352,386.851,50,162.9
396.779,371.286,50,163.9
396.572,356.404,50,164.9
399.117,344.381,50,165.8
403.188,331.44,50,166.8
405.883,322.78,50,167.8
408.527,316.34,50,168.8
415.722,310.175,50,169.8
418.961,314.856,50,170.8
422.495,311.454,50,171.8
420.367,308.973,50,172.8
422.289,305.681,50,173.8
420.976,315.015,50,174.8
421.587,312.303,50,175.8
424.712,311.87,50,176.8
424.629,311.853,50,177.8
422.027,316.424,50,178.7
421.622,315.442,50,179.7
417.978,312.004,50,180.8
410.818,316.506,50,181.8
402.53,312.178,50,182.8
388.961,311.058,50,183.8
380.398,308.014,50,184.8
366.287,304.211,50,185.7
348.503,290.329,50,186.7
333.686,281.082,50,187.7
323.616,279.273,50,188.7
321.333,283.406,50,189.7
319.466,284.488,50,190.7
306.61,287.065,50,191.7
269.544,294.795,50,192.6
255.872,285.431,50,193.6
247.567,273.209,50,194.6
235.075,261.205,50,195.5
217.901,247.622,50,196.5
203.131,234.228,50,197.5
186.917,219.125,50,198.5
176.153,207.611,50,199.4
192.793,223.846,50,200.4
190.26,224.495,50,201.4
180.765,222.006,50,202.3
175.113,218.622,50,203.3
169.495,215.23,50,204.3
166.849,214.95,50,205.3
172.572,210.126,50,206.3
175.095,204.462,50,207.2
178.085,208.104,50,208.2
176.252,201.472,50,209.2
175.698,200.833,50,210.2
175.368,205.922,50,211.2
176.821,208.961,50,212.2
177.059,200.308,50,213.2
175.834,208.426,50,214.2
175.68,203.034,50,215.2
175.292,207.844,50,216.2
176.268,205.761,50,217.2
173.15,211,50,218.2
169.112,204.086,50,219.1
171.607,209.151,50,220.1
169.608,208.169,50,221.1
162.516,208.55,50,222.1
170.962,212.149,50,223
170.136,212.132,50,224
175.648,206.697,50,225
170.638,202.964,50,226
171.368,209.407,50,227
166.599,208.633,50,228
171.115,210.345,50,229
168.105,209.461,50,230
167.754,208.177,50,231
173.721,202.947,50,232
172.63,208.616,50,233
171.75,206.749,50,234
176.62,200.954,50,234.9
172.913,208.485,50,235.9
174.61,205.333,50,236.9
173.699,208.946,50,237.9
174.801,207.041,50,238.9
172.975,203.628,50,239.9
173.155,208.201,50,240.9
174.373,207.008,50,241.9
173.762,203.151,50,242.9
172.96,208.305,50,243.9
171.412,206.091,50,244.9
173.087,209.563,50,245.9
171.435,206.594,50,246.9
171.803,210.501,50,247.9
170.742,210.657,50,248.9
166.902,209.298,50,249.9
169.861,214.825,50,250.8
166.189,214.479,50,251.8
169.905,214.357,50,252.8
164.685,212.551,50,253.8
170.423,211.713,50,254.7
168.585,207.296,50,255.7
163.936,205.075,50,256.7
172.521,207.588,50,257.7
173.699,203.201,50,258.7
172.875,208.548,50,259.7
170.239,204.392,50,260.7
172.475,208.094,50,261.6
172.342,204.017,50,262.6
173.551,207.878,50,263.6
173.84,207.093,50,264.6
176.208,206.117,50,265.6
175.088,208.33,50,266.6
174.011,204.891,50,267.6
175.71,208.484,50,268.7
177.772,204.861,50,269.8
175.163,211.125,50,270.8
169.197,209.859,50,271.8
166.694,209.75,50,272.7
169.867,211.744,50,273.7
165.097,209.758,50,274.6
168.752,212.194,50,275.6
166.887,215.875,50,276.6
171.18,216.185,50,277.6
167.177,219.531,50,278.6
170.581,217.433,50,279.6
168.849,220.474,50,280.6
170.689,217.408,50,281.6
169.943,223.032,50,282.6
172.156,218.121,50,283.6
169.617,218.353,50,284.6
170.573,214.994,50,285.6
167.799,217.339,50,286.5
167.008,220.759,50,287.5
171.219,217.511,50,288.5
166.296,216.218,50,289.5
170.216,225.912,50,290.5
173.664,218.895,50,291.5
169.116,216.953,50,292.4
167.728,217.704,50,293.4
170.909,214.946,50,294.4
166.527,214.432,50,295.4
166.889,216.733,50,296.4
170.455,215.296,50,297.4
167.475,215.078,50,298.4
165.966,217.576,50,299.4
171.242,215.786,50,300.4
166.4,212.859,50,301.4
164.517,214.746,50,302.4
169.831,213.495,50,303.4
166.219,213.313,50,304.4
163.881,214.461,50,305.4
169.755,213.49,50,306.4
167.641,214.676,50,307.4
163.516,214.156,50,308.3
169.163,213.524,50,309.3
169.396,217.335,50,310.3
174.279,229.284,50,311.3
174.827,219.391,50,312.3
170.326,216.65,50,313.3
166.129,212.175,50,314.3
162.967,213.353,50,315.2
169.991,213.175,50,316.2
165.621,211.181,50,317.2
168.668,212.223,50,318.2
166.278,213.045,50,319.2
164.779,215.988,50,320.1
169.447,212.453,50,321.1
166.93,213.19,50,322.1
170.038,212.3,50,323.1
166.139,211.299,50,324.1
164.437,212.625,50,325.1
170.016,212.382,50,326.1
166.314,212.465,50,327.1
169.772,212.158,50,328.1
167.155,210.749,50,329.1
169.66,212.626,50,330
168.232,210.929,50,331.1
168.319,211.612,50,332.1
170.841,212.363,50,333.1
172.07,213.213,50,334
168.907,211.451,50,335
166.772,210.85,50,336
164.746,210.548,50,337
170.025,211.439,50,338
167.914,210.542,50,339
